OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01600048,Sample-Routine,Water,Surface Water,2015-12-07,13:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,60.5,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2015-12-10,NA,NA,NA,NA,NA,NWIS,2015-12-07T18:30:00Z,NA,60.5
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01700515,Sample-Routine,Water,Surface Water,2017-09-07,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, high stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,39.6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-09-20,NA,NA,NA,NA,NA,NWIS,2017-09-07T17:30:00Z,NA,39.6
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01400001,Sample-Routine,Water,Surface Water,2013-10-18,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,"L-2950012 proposal removed to complete log in of sample, paa",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,47.6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-12-14,NA,Long Term Method Detection Level,0.02,mg/l,NA,NWIS,2013-10-18T17:30:00Z,NA,47.6
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01100115,Sample-Routine,Water,Surface Water,2011-06-08,10:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,68.9,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-07-01,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-06-08T15:45:00Z,NA,68.9
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01100157,Sample-Routine,Water,Surface Water,2011-07-28,14:24:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Not determined,Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,55.9,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-09-02,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-07-28T19:24:00Z,NA,55.9
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200225,Sample-Routine,Water,Surface Water,2012-07-19,11:59:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,"L-2050081 Received July 21, 2012   LC1571 not indicated as add or delete, LC1571 added,  CSH,  07/23/12",NA,Not determined,Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,48,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-09-06,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2012-07-19T16:59:00Z,NA,48
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01300111,Sample-Routine,Water,Surface Water,2013-03-04,11:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,66.4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-04-25,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2013-03-04T16:15:00Z,NA,66.4
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01500031,Sample-Routine,Water,Surface Water,2015-01-05,11:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,L-0070021 FED EX LATE DELIVERY,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Dissolved,52,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2015-01-27,NA,NA,NA,NA,NA,NWIS,2015-01-05T16:10:00Z,NA,52
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01700169,Sample-Routine,Water,Surface Water,2017-02-09,11:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,44,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-02-15,NA,NA,NA,NA,NA,NWIS,2017-02-09T16:35:00Z,NA,44
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200017,Sample-Routine,Water,Surface Water,2011-10-20,08:59:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,51.4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-29,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-10-20T13:59:00Z,NA,51.4
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01300043,Sample-Routine,Water,Surface Water,2013-01-08,14:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,"L-0110023 ASR year 2012 corrected to 2013 per smpls,paa,1/11/13",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,46.8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-03-06,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2013-01-08T19:45:00Z,NA,46.8
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01300311,Sample-Routine,Water,Surface Water,2013-06-06,13:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,"L-1620091 Received June 07, 2013",NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,63.5,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-08-22,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2013-06-06T18:00:00Z,NA,63.5
USGS-IN,USGS Indiana Water Science Center,nwisin.01.02000134,Sample-Routine,Water,Surface Water,2019-11-14,13:07:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey,USGS-04092750,NA,NA,"Stable, high stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",Weighted-bottle sampler,NA,Chloride,Dissolved,51.2,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2019-11-22,NA,NA,NA,NA,NA,NWIS,2019-11-14T18:07:00Z,NA,51.2
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01400025,Sample-Routine,Water,Surface Water,2014-02-10,14:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,A-0420002 GX14NK00F6X7600,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,54.6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2014-02-13,NA,Long Term Method Detection Level,0.02,mg/l,NA,NWIS,2014-02-10T19:45:00Z,NA,54.6
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01900488,Sample-Routine,Water,Surface Water,2019-04-02,11:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",Weighted-bottle sampler,NA,Chloride,Dissolved,54.2,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2019-04-10,NA,NA,NA,NA,NA,NWIS,2019-04-02T16:10:00Z,NA,54.2
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200018,Sample-Routine,Water,Surface Water,2011-10-20,13:59:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,53.7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-29,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-10-20T18:59:00Z,NA,53.7
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01100245,Sample-Routine,Water,Surface Water,2011-09-28,14:29:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Not determined,Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,45.4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-12,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-09-28T19:29:00Z,NA,45.4
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01100100,Sample-Routine,Water,Surface Water,2011-05-23,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,80.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-06-24,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-05-23T17:00:00Z,NA,80.1
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200002,Sample-Routine,Water,Surface Water,2011-10-07,11:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,"L-2840010 Received October 08, 2011",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,51.7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-23,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-10-07T16:00:00Z,NA,51.7
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01100243,Sample-Routine,Water,Surface Water,2011-09-28,09:59:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Not determined,Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,49.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2011-11-12,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2011-09-28T14:59:00Z,NA,49.1
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01500030,Sample-Routine,Water,Surface Water,2014-12-08,11:58:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,41.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2015-01-22,NA,NA,NA,NA,NA,NWIS,2014-12-08T16:58:00Z,NA,41.1
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200051,Sample-Routine,Water,Surface Water,2012-01-05,15:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,49.9,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-01-24,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2012-01-05T20:45:00Z,NA,49.9
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01400165,Sample-Routine,Water,Surface Water,2014-09-16,13:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,60,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2014-12-10,NA,Long Term Method Detection Level,0.02,mg/l,NA,NWIS,2014-09-16T18:00:00Z,NA,60
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01800078,Sample-Routine,Water,Surface Water,2018-01-10,11:19:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,48,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2018-01-18,NA,NA,NA,NA,NA,NWIS,2018-01-10T16:19:00Z,NA,48
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200226,Sample-Routine,Water,Surface Water,2012-07-19,10:29:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,"L-2050084 Received July 21, 2012",NA,Not determined,Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,49,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-09-06,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2012-07-19T15:29:00Z,NA,49
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01200192,Sample-Routine,Water,Surface Water,2012-06-13,13:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,sample broken/lost during shipping,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,46.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2012-07-12,NA,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2012-06-13T18:00:00Z,NA,46.1
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01800068,Sample-Routine,Water,Surface Water,2017-12-05,11:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,45,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2017-12-20,NA,NA,NA,NA,NA,NWIS,2017-12-05T16:45:00Z,NA,45
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01600430,Sample-Routine,Water,Surface Water,2016-08-02,13:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,57.7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2016-08-12,NA,NA,NA,NA,NA,NWIS,2016-08-02T18:00:00Z,NA,57.7
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01700004,Sample-Routine,Water,Surface Water,2016-10-04,11:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,47.8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2016-10-13,NA,NA,NA,NA,NA,NWIS,2016-10-04T16:45:00Z,NA,47.8
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01800316,Sample-Routine,Water,Surface Water,2018-04-17,10:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,Falling stage,Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US DH-81 with Teflon cap and nozzle,NA,Chloride,Dissolved,42.6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2018-04-27,NA,NA,NA,NA,NA,NWIS,2018-04-17T15:30:00Z,NA,42.6
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01300127,Sample-Routine,Water,Surface Water,2013-04-11,19:58:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,LabSampleID: 560-42190-29,NA,Not determined,Storm,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,66.5,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2013-05-31,sample was diluted,Long Term Method Detection Level,0.06,mg/l,NA,NWIS,2013-04-12T00:58:00Z,NA,66.5
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01500055,Sample-Routine,Water,Surface Water,2015-04-07,15:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, high stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Dissolved,38.8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: LT-MDL => DLDQC)",00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2015-04-15,NA,NA,NA,NA,NA,NWIS,2015-04-07T20:25:00Z,NA,38.8
USGS-IN,USGS Indiana Water Science Center,nwisin.01.01500163,Sample-Routine,Water,Surface Water,2015-09-01,12:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04092750,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,"Sampler, point, automatic",NA,Chloride,Dissolved,35.8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2015-09-05,NA,NA,NA,NA,NA,NWIS,2015-09-01T17:45:00Z,NA,35.8
